,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
283,284,20,2,74.0,9612,Pave,,1,1,AllPub,1,1,Somerst,Feedr,Norm,1,1,8,5,2008,2009,1,1,1,1,3,72,1,2,1,1,2,1,3,0,3,0,1468,1468,1,3,1,1,1468,0,0,1468,0,0,2,0,3,1,1,6,1,1,1,1,2008,3,3,898,2,2,1,210,150,0,0,0,0,,,,0,12,2009,2,Partial,244600
284,285,120,2,50.0,8012,Pave,,1,1,AllPub,1,1,SawyerW,Norm,Norm,4,1,6,5,1992,1992,1,1,7,12,1,0,1,2,1,1,2,1,1,430,3,0,1145,1575,1,1,1,1,1575,0,0,1575,1,0,2,0,2,1,1,5,1,0,5,1,1992,1,2,529,2,2,1,0,0,52,0,0,0,,,,0,7,2007,1,Normal,179200
285,286,160,3,35.0,4251,Pave,Pave,2,1,AllPub,1,1,Somerst,Norm,Norm,4,2,7,5,2006,2007,1,1,2,2,1,0,1,2,1,1,2,1,3,0,3,0,625,625,1,3,1,1,625,625,0,1250,0,0,2,1,2,1,1,5,1,0,5,2,2006,1,2,528,2,2,1,0,54,0,0,0,0,,,,0,6,2007,2,Partial,164700
286,287,50,2,77.0,9786,Pave,,2,2,AllPub,1,1,NAmes,Norm,Norm,1,4,6,7,1962,1981,1,1,3,3,1,0,2,2,2,2,2,1,4,600,3,0,312,912,1,2,1,1,1085,649,0,1734,0,0,1,1,3,1,1,7,1,1,1,1,1962,1,2,440,2,2,1,0,0,0,0,128,0,,GdPrv,,0,6,2006,1,Normal,159000
287,288,20,2,,8125,Pave,,2,1,AllPub,3,1,NAmes,Norm,Norm,1,1,4,4,1971,1971,1,1,4,4,1,0,2,2,2,2,2,1,7,614,3,0,244,858,1,2,1,1,858,0,0,858,0,0,1,0,3,1,2,5,1,0,5,5,0,4,0,0,5,5,1,0,0,0,0,0,0,,,,0,6,2006,1,Normal,88000
288,289,20,2,,9819,Pave,,2,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,5,5,1967,1967,1,1,2,2,2,31,2,1,2,2,2,1,7,450,3,0,432,882,1,2,1,1,900,0,0,900,0,0,1,0,3,1,2,5,1,0,5,2,1970,2,1,280,2,2,1,0,0,0,0,0,0,,MnPrv,,0,2,2010,1,Normal,122000
289,290,70,2,60.0,8730,Pave,,1,1,AllPub,1,1,BrkSide,RRAn,Norm,1,2,6,7,1915,2003,1,1,3,3,1,0,2,2,3,2,2,1,3,0,3,0,698,698,1,3,1,3,698,698,0,1396,0,0,1,0,3,1,2,7,1,0,5,2,2003,2,1,384,2,2,1,0,0,0,0,259,0,,,,0,7,2007,1,Normal,153575
290,291,60,2,120.0,15611,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,2,8,5,2006,2006,1,1,1,1,1,0,1,2,1,1,2,4,3,0,3,0,1079,1079,1,3,1,1,1079,840,0,1919,0,0,2,1,3,1,1,8,1,1,1,1,2006,1,2,685,1,2,1,0,51,0,0,0,0,,,,0,7,2006,2,Partial,233230
291,292,190,2,55.0,5687,Pave,Grvl,1,2,AllPub,1,1,SWISU,Norm,Norm,2,2,5,6,1912,2000,1,1,1,1,1,0,2,4,1,2,4,1,4,210,3,0,570,780,1,3,2,1,936,780,0,1716,1,0,2,0,6,1,4,9,1,0,5,5,0,4,0,0,5,5,2,0,184,0,0,0,0,,,,0,3,2008,1,Normal,135900
292,293,50,2,60.0,11409,Pave,,1,1,AllPub,1,1,Edwards,Norm,Norm,1,4,5,4,1949,2008,1,1,3,3,1,0,2,2,2,2,2,1,6,292,3,0,476,768,1,1,1,1,1148,568,0,1716,0,0,1,1,3,1,2,8,3,1,1,1,1949,2,1,281,2,2,1,0,0,0,0,160,0,,,,0,1,2009,1,Normal,131000
293,294,60,2,,16659,Pave,,2,1,AllPub,3,1,NWAmes,PosA,Norm,1,2,7,7,1977,1994,1,1,7,7,2,34,2,2,2,2,2,1,2,795,3,0,0,795,1,4,1,1,1468,795,0,2263,1,0,2,1,3,1,1,9,1,1,2,1,1977,3,2,539,2,2,1,0,250,0,0,0,0,,,,0,3,2006,1,Normal,235000
294,295,20,2,80.0,9600,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,5,1953,1953,2,1,4,4,3,238,2,2,2,2,2,1,1,1285,3,0,131,1416,1,2,1,1,1644,0,0,1644,1,0,1,0,3,1,2,7,1,2,1,1,1953,3,2,418,2,2,1,110,0,0,0,0,0,,,,0,10,2009,1,Normal,167000
295,296,80,2,37.0,7937,Pave,,2,1,AllPub,4,1,Mitchel,Norm,Norm,1,3,6,6,1984,1984,1,1,4,4,1,0,2,2,2,2,2,4,1,819,3,0,184,1003,1,2,1,1,1003,0,0,1003,1,0,1,0,3,1,2,6,1,0,5,2,1984,2,2,588,2,2,1,120,0,0,0,0,0,,GdPrv,,0,3,2006,1,Normal,142500
296,297,50,1,75.0,13710,Pave,,1,1,AllPub,1,1,IDOTRR,Norm,Norm,1,4,5,5,1950,1950,1,1,3,3,1,0,2,2,2,2,2,1,7,420,3,0,490,910,1,2,1,3,910,648,0,1558,0,0,1,1,4,1,2,6,1,0,5,1,1950,2,1,282,2,2,1,289,0,0,0,0,0,,MnPrv,,0,6,2007,1,Normal,152000
297,298,60,3,66.0,7399,Pave,Pave,2,1,AllPub,1,1,Somerst,Norm,Norm,1,2,7,5,1997,1998,2,1,1,1,2,1600,1,2,1,1,2,1,7,649,3,0,326,975,1,3,1,1,975,975,0,1950,0,0,2,1,3,1,1,7,1,1,2,2,1997,1,2,576,2,2,1,0,10,0,0,198,0,,,,0,6,2007,1,Normal,239000
298,299,60,2,90.0,11700,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,2,6,6,1968,1968,5,1,4,10,2,365,1,2,2,2,2,1,2,384,4,175,143,702,1,1,1,1,1041,702,0,1743,0,1,1,2,3,1,2,7,1,1,1,1,1968,2,2,539,2,2,1,224,0,0,0,0,0,,,,0,6,2007,1,Normal,175000
299,300,20,2,80.0,14000,Pave,,1,1,AllPub,1,1,Crawfor,Norm,Norm,1,1,6,8,1950,2004,1,1,4,4,1,0,2,1,2,2,2,1,3,0,3,0,1092,1092,1,3,1,1,1152,0,0,1152,0,1,1,0,3,1,1,6,1,1,1,1,1950,2,1,300,2,2,1,0,36,0,0,0,0,,GdPrv,,0,8,2009,1,Family,158500
300,301,190,2,90.0,15750,Pave,,1,1,AllPub,3,1,Crawfor,Norm,Norm,2,1,5,5,1953,1953,2,1,2,2,2,56,2,2,2,2,2,3,7,841,3,0,324,1165,1,2,1,1,1336,0,0,1336,1,0,1,0,2,1,2,5,1,2,1,1,1953,2,1,375,2,2,1,0,0,0,0,0,0,,,,0,6,2006,1,Normal,157000
301,302,60,2,66.0,16226,Pave,,4,1,AllPub,1,1,CollgCr,Norm,Norm,1,2,8,5,1998,1999,1,1,1,1,1,0,1,2,1,1,2,1,1,281,3,0,747,1028,1,3,1,1,1210,1242,0,2452,0,0,2,1,4,1,1,9,1,1,2,3,1998,3,2,683,2,2,1,208,50,0,0,0,0,,,,0,5,2007,1,Normal,267000
302,303,20,2,118.0,13704,Pave,,2,1,AllPub,3,1,CollgCr,Norm,Norm,1,1,7,5,2001,2002,1,1,1,1,2,150,1,2,1,1,2,1,3,0,3,0,1541,1541,1,3,1,1,1541,0,0,1541,0,0,2,0,3,1,1,6,1,1,2,1,2001,1,3,843,2,2,1,468,81,0,0,0,0,,,,0,1,2006,1,Normal,205000
303,304,20,2,70.0,9800,Pave,,1,1,AllPub,3,1,CollgCr,Norm,Norm,1,1,5,7,1972,1972,1,1,1,1,1,0,2,2,1,2,2,1,2,894,3,0,0,894,1,2,1,1,894,0,0,894,1,0,1,0,3,1,2,5,1,0,5,1,1975,2,2,552,2,2,1,256,0,0,0,0,0,,GdWo,,0,7,2006,1,Abnorml,149900
304,305,75,1,87.0,18386,Pave,,1,1,AllPub,1,1,OldTown,Norm,Norm,1,8,7,9,1880,2002,1,1,6,6,1,0,2,2,3,2,2,1,3,0,3,0,1470,1470,1,3,1,1,1675,1818,0,3493,0,0,3,0,3,1,1,10,1,1,3,1,2003,2,3,870,2,2,1,302,0,0,0,0,0,,,,0,5,2008,1,Normal,295000
305,306,20,2,80.0,10386,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,8,5,2004,2005,1,1,6,6,3,246,1,2,1,1,2,1,1,1464,3,0,536,2000,1,3,1,1,2000,0,0,2000,1,0,2,0,3,1,1,8,1,0,5,1,2004,3,3,888,2,2,1,168,0,0,0,0,0,,,,0,7,2007,1,Normal,305900
306,307,60,2,116.0,13474,Pave,,1,1,AllPub,1,1,SawyerW,Feedr,Norm,1,2,7,5,1990,1991,1,1,4,7,2,246,1,2,2,1,2,1,2,700,3,0,0,700,1,1,1,1,1122,1121,0,2243,1,0,2,1,4,1,1,8,1,1,2,1,1990,1,3,746,2,2,1,127,44,224,0,0,0,,,,0,6,2007,1,Normal,225000
307,308,50,1,,7920,Pave,Grvl,2,1,AllPub,1,1,IDOTRR,Artery,Norm,1,4,6,7,1920,1950,1,1,2,2,1,0,2,4,2,2,2,1,3,0,3,0,319,319,1,2,1,3,1035,371,0,1406,0,0,1,0,3,1,4,6,1,0,5,5,0,4,0,0,5,5,2,0,144,0,0,0,0,,MnPrv,,0,3,2008,1,Normal,89500
308,309,30,2,,12342,Pave,,2,1,AllPub,1,1,Edwards,Norm,Norm,1,1,4,5,1940,1950,1,1,1,1,1,0,2,2,2,2,2,1,7,262,3,0,599,861,1,3,1,1,861,0,0,861,0,0,1,0,1,1,2,4,1,0,5,2,1961,2,2,539,2,2,1,158,0,0,0,0,0,,,,0,3,2009,1,Normal,82500
309,310,20,2,90.0,12378,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,1,1,9,5,2003,2004,1,1,1,1,1,0,1,2,1,3,2,2,1,1274,3,0,622,1896,1,3,1,1,1944,0,0,1944,1,0,2,0,3,1,3,8,1,3,3,1,2003,3,3,708,2,2,1,208,175,0,0,0,0,,,,0,11,2006,1,Normal,360000
310,311,60,2,,7685,Pave,,2,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,6,5,1993,1994,1,1,4,4,2,112,2,2,1,1,2,1,2,518,3,0,179,697,1,1,1,1,697,804,0,1501,0,0,2,1,3,1,1,6,1,1,2,1,1993,3,2,420,2,2,1,190,63,0,0,0,0,,,,0,5,2006,1,Normal,165600
311,312,20,2,50.0,8000,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,6,1948,2002,1,1,1,1,1,0,2,1,2,2,2,1,2,680,3,0,292,972,1,3,1,1,972,0,0,972,1,0,1,0,2,1,2,5,1,1,1,2,1948,2,1,240,2,2,1,0,0,0,0,0,0,,,,0,5,2009,1,Normal,132000
312,313,190,1,65.0,7800,Pave,,1,1,AllPub,1,1,OldTown,Artery,Norm,2,4,5,7,1939,1950,1,1,2,2,1,0,2,2,2,1,2,3,4,507,3,0,286,793,1,2,1,1,793,325,0,1118,1,0,1,0,3,1,2,5,1,1,1,2,1939,2,2,410,2,2,1,0,0,0,0,271,0,,MnPrv,,0,5,2006,1,Normal,119900
313,314,20,2,150.0,215245,Pave,,4,3,AllPub,1,3,Timber,Norm,Norm,1,1,7,5,1965,1965,2,1,8,8,1,0,2,2,2,1,2,2,2,1236,4,820,80,2136,2,2,1,1,2036,0,0,2036,2,0,2,0,3,1,2,8,1,2,1,1,1965,1,2,513,2,2,1,0,0,0,0,0,0,,,,0,6,2009,1,Normal,375000
314,315,70,1,60.0,9600,Pave,Grvl,1,1,AllPub,1,1,OldTown,Norm,Norm,1,2,7,7,1925,1990,1,1,3,3,1,0,2,2,3,2,1,1,6,16,3,0,712,728,1,3,1,1,832,809,0,1641,0,1,1,1,3,1,3,6,1,1,1,2,1925,2,2,546,4,2,1,0,0,234,0,0,0,,,,0,8,2006,1,Normal,178000
315,316,60,2,71.0,7795,Pave,,2,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,7,5,2004,2005,1,1,1,1,1,0,1,2,1,1,2,1,1,425,3,0,291,716,1,3,1,1,716,716,0,1432,1,0,2,1,3,1,1,6,1,1,1,1,2004,3,2,432,2,2,1,100,51,0,0,0,0,,,,0,7,2009,1,Normal,188500
316,317,60,2,94.0,13005,Pave,,2,1,AllPub,3,1,NWAmes,Norm,Norm,1,2,7,7,1980,1980,1,1,6,6,2,278,1,2,2,1,2,1,1,692,3,0,153,845,1,2,1,1,1153,1200,0,2353,1,0,2,1,4,1,3,10,1,1,2,1,1983,1,2,484,2,2,1,288,195,0,0,0,0,,GdPrv,,0,8,2009,1,Normal,260000
317,318,60,3,75.0,9000,Pave,,1,1,AllPub,1,1,Somerst,Norm,Norm,1,2,8,5,2006,2006,1,1,1,1,1,0,1,2,1,1,2,4,3,0,3,0,1088,1088,1,3,1,1,1088,871,0,1959,0,0,2,1,3,1,1,8,1,1,1,1,2006,1,3,1025,2,2,1,208,46,0,0,0,0,,,,0,12,2007,1,Normal,270000
318,319,60,2,90.0,9900,Pave,,1,3,AllPub,1,2,NoRidge,Norm,Norm,1,2,7,5,1993,1993,1,1,4,4,2,256,1,2,1,1,2,2,1,987,3,0,360,1347,1,3,1,1,1372,1274,0,2646,1,0,2,1,4,1,1,9,1,1,2,1,1993,1,3,656,2,2,1,340,60,144,0,0,0,,,,0,4,2009,1,Normal,260000
319,320,80,2,,14115,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,3,7,5,1980,1980,1,1,7,7,2,225,2,2,2,1,2,4,1,1036,3,0,336,1372,1,2,1,1,1472,0,0,1472,1,0,2,0,3,1,2,6,1,2,2,1,1980,2,2,588,2,2,1,233,48,0,0,0,0,,,,0,6,2009,1,Normal,187500
320,321,60,2,111.0,16259,Pave,,1,1,AllPub,3,1,NridgHt,Norm,Norm,1,2,9,5,2006,2006,1,1,1,1,3,370,2,2,1,3,1,4,3,0,3,0,1249,1249,1,3,1,1,1249,1347,0,2596,0,0,3,1,4,1,1,9,1,0,5,1,2006,1,3,840,2,2,1,240,154,0,0,0,0,,,,0,9,2006,2,Partial,342643
321,322,60,2,99.0,12099,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,1,2,8,5,2004,2004,1,1,1,1,2,388,1,2,1,3,2,4,1,970,3,0,166,1136,1,3,1,1,1136,1332,0,2468,1,0,2,1,4,1,1,10,1,1,1,3,2004,3,3,872,2,2,1,184,154,0,0,0,0,,,,0,6,2007,1,Normal,354000
322,323,60,2,86.0,10380,Pave,,2,1,AllPub,1,1,SawyerW,Norm,Norm,1,2,7,5,1986,1987,1,1,7,7,2,172,1,2,2,2,2,2,6,28,2,1474,0,1502,1,3,1,1,1553,1177,0,2730,1,0,2,1,4,1,1,8,1,1,2,1,1987,3,2,576,2,2,1,201,96,0,0,0,0,,MnPrv,,0,8,2007,1,Normal,301000
323,324,20,1,49.0,5820,Pave,,1,1,AllPub,1,1,OldTown,Norm,Norm,1,1,3,8,1955,2005,1,1,1,1,1,0,2,1,2,2,2,1,2,256,3,0,906,1162,1,3,1,1,1163,0,0,1163,1,0,1,0,3,1,2,6,1,0,5,1,1955,2,1,220,4,2,1,142,98,0,0,0,0,,,,0,7,2006,1,Normal,126175
324,325,80,2,96.0,11275,Pave,,1,1,AllPub,3,1,NAmes,PosN,Norm,1,3,7,7,1967,2007,5,5,3,3,2,300,1,1,2,1,2,1,3,0,3,0,710,710,1,3,1,1,1898,1080,0,2978,0,0,2,1,5,1,1,11,1,1,1,3,1961,3,2,564,2,2,1,240,0,0,0,0,0,,,,0,6,2010,1,Normal,242000
325,326,45,1,50.0,5000,Pave,,1,1,AllPub,1,1,IDOTRR,RRAe,Norm,1,5,5,6,1941,1950,1,1,2,2,1,0,2,2,2,2,2,4,7,116,3,0,604,720,1,6,2,2,803,0,0,803,0,0,1,0,2,1,2,5,1,0,5,2,1941,2,2,360,2,2,1,0,0,244,0,0,0,,,,0,12,2007,1,Normal,87000
326,327,120,2,32.0,10846,Pave,,2,1,AllPub,4,1,Veenker,Norm,Norm,4,1,8,5,1993,1993,1,1,8,8,1,0,1,2,1,1,2,2,1,1619,3,0,100,1719,1,3,1,1,1719,0,0,1719,2,0,1,1,1,1,1,6,1,2,1,1,1993,3,2,473,2,2,1,122,30,0,0,0,0,,,,0,5,2008,7,Normal,324000
327,328,20,2,80.0,11600,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,5,1960,1960,2,1,3,3,2,175,2,2,2,2,2,1,4,565,3,0,818,1383,1,2,1,1,1383,0,0,1383,0,0,1,1,3,1,2,7,1,0,5,1,1960,1,1,292,2,2,1,0,45,0,0,0,0,,,,0,4,2006,1,Normal,145250
328,329,75,2,,11888,Pave,Pave,2,2,AllPub,1,1,BrkSide,PosN,Norm,1,7,6,6,1916,1994,1,1,3,5,1,0,2,2,3,2,2,1,3,0,3,0,844,844,1,1,2,3,1445,689,0,2134,0,0,2,0,5,1,1,10,1,0,5,2,1930,2,2,441,2,2,1,0,60,268,0,0,0,,,,0,7,2009,1,Normal,214500
329,330,70,1,60.0,6402,Pave,,1,1,AllPub,3,1,IDOTRR,Norm,Norm,1,2,5,5,1920,1950,1,1,3,5,1,0,2,2,1,2,2,3,3,0,3,0,596,596,1,2,2,1,596,596,0,1192,0,0,1,0,3,1,2,6,1,0,5,2,1920,2,1,189,4,4,2,0,0,137,0,0,0,,GdWo,,0,7,2009,1,Normal,78000
330,331,90,2,,10624,Pave,,2,1,AllPub,1,1,NAmes,Norm,Norm,3,1,5,4,1964,1964,1,1,4,4,2,84,2,2,2,2,2,1,1,40,4,264,1424,1728,1,2,1,1,1728,0,0,1728,0,1,2,0,6,2,2,10,1,0,5,2,2002,2,1,352,2,2,1,155,0,0,0,0,0,,,,0,11,2007,1,Normal,119000
331,332,20,2,70.0,8176,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,6,1958,1992,1,1,3,3,1,0,2,2,2,2,2,1,4,846,3,0,210,1056,1,4,1,1,1056,0,0,1056,1,0,1,0,3,1,2,6,1,0,5,1,1958,1,1,308,2,2,1,0,0,0,0,0,0,,,,0,8,2007,1,Normal,139000
332,333,20,2,85.0,10655,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,1,1,8,5,2003,2004,1,1,1,1,2,296,1,2,1,1,2,1,1,1124,5,479,1603,3206,1,3,1,1,1629,0,0,1629,1,0,2,0,3,1,1,7,1,1,1,1,2003,1,3,880,2,2,1,0,0,0,0,0,0,,,,0,10,2009,1,Normal,284000
333,334,120,1,59.0,8198,Pave,,1,1,AllPub,5,1,NridgHt,Norm,Norm,4,1,7,5,2004,2004,1,1,1,1,3,146,1,2,1,1,2,4,1,720,3,0,638,1358,1,3,1,1,1358,0,0,1358,1,0,2,0,2,1,1,6,1,1,1,1,2004,1,2,484,2,2,1,192,30,0,0,0,0,,,,0,7,2008,1,Normal,207000
334,335,60,2,59.0,9042,Pave,,2,1,AllPub,1,1,Gilbert,Norm,Norm,1,2,6,5,1998,1998,1,1,1,1,1,0,2,2,1,1,2,2,1,828,3,0,115,943,1,1,1,1,943,695,0,1638,1,0,2,1,3,1,2,7,1,2,2,1,1998,3,2,472,2,2,1,100,38,0,0,0,0,,,,0,7,2008,1,Normal,192000
335,336,190,2,,164660,Grvl,,2,4,AllPub,3,3,Timber,Norm,Norm,2,4,5,6,1965,1965,1,1,7,7,1,0,2,2,2,2,2,2,2,1249,7,147,103,1499,1,3,1,1,1619,167,0,1786,2,0,2,0,3,1,2,7,1,2,1,1,1965,3,2,529,2,2,1,670,0,0,0,0,0,,,Shed,700,8,2008,1,Normal,228950
336,337,20,2,86.0,14157,Pave,,2,4,AllPub,3,1,StoneBr,Norm,Norm,1,1,9,5,2005,2006,2,1,1,1,3,200,1,2,1,3,2,2,1,1249,3,0,673,1922,1,3,1,1,1922,0,0,1922,1,0,2,0,3,1,1,8,1,1,1,1,2005,3,3,676,2,2,1,178,51,0,0,0,0,,,,0,7,2007,1,Normal,377426
337,338,20,2,70.0,9135,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2002,2003,1,1,1,1,2,113,1,2,1,1,2,4,1,810,3,0,726,1536,1,3,1,1,1536,0,0,1536,1,0,2,0,3,1,1,7,1,0,5,1,2002,1,2,532,2,2,1,192,74,0,0,0,0,,,,0,12,2008,1,Normal,214000
338,339,20,2,91.0,14145,Pave,,1,1,AllPub,3,1,NWAmes,Norm,Norm,1,1,7,7,1984,1998,1,1,3,3,1,0,1,2,2,1,2,3,2,213,3,0,995,1208,1,3,1,1,1621,0,0,1621,1,0,2,0,3,1,1,8,1,0,5,1,1984,1,2,440,2,2,1,108,45,0,0,0,0,,,Shed,400,5,2006,1,Normal,202500
339,340,20,2,66.0,12400,Pave,,2,1,AllPub,1,1,NAmes,Feedr,Norm,1,1,6,7,1958,1998,2,1,3,3,2,176,2,2,2,2,4,1,4,585,3,0,630,1215,1,2,1,3,1215,0,0,1215,0,0,1,0,3,1,2,6,1,0,5,1,1958,2,1,297,2,2,1,0,0,0,0,234,0,,,,0,6,2009,1,Normal,155000
340,341,60,2,85.0,14191,Pave,,1,1,AllPub,1,1,Timber,Norm,Norm,1,2,8,5,2002,2002,1,1,1,1,1,0,1,2,1,1,2,1,3,0,3,0,967,967,1,3,1,1,993,915,0,1908,0,0,2,1,4,1,1,9,1,0,5,1,2002,3,2,431,2,2,1,135,0,0,0,0,0,,,,0,4,2010,1,Normal,202900
341,342,20,5,60.0,8400,Pave,,1,1,AllPub,1,1,SawyerW,Feedr,Norm,1,1,4,4,1950,1950,1,1,3,9,1,0,4,4,2,2,4,1,3,0,3,0,721,721,1,1,1,1,841,0,0,841,0,0,1,0,2,1,2,4,1,0,5,4,1950,2,1,294,2,2,2,250,0,24,0,0,0,,,,0,9,2009,1,Normal,82000
342,343,90,2,,8544,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,3,1,3,4,1949,1950,1,1,11,11,2,340,2,2,5,5,5,5,5,0,5,0,0,0,4,4,2,3,1040,0,0,1040,0,0,2,0,2,2,2,6,1,0,5,2,1949,2,2,400,2,2,1,0,0,0,0,0,0,,,,0,5,2006,1,Normal,87500
343,344,120,2,63.0,8849,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,4,1,9,5,2005,2005,2,1,2,2,2,616,3,2,1,3,2,1,1,28,3,0,1656,1684,1,3,1,1,1684,0,0,1684,0,0,2,0,2,1,3,6,1,1,3,1,2005,1,2,564,2,2,1,495,72,0,0,0,0,,,,0,7,2008,1,Normal,266000
344,345,160,1,36.0,2592,Pave,,1,1,AllPub,1,1,MeadowV,Norm,Norm,4,2,5,3,1976,1976,1,1,6,6,1,0,2,2,2,1,2,1,4,129,7,232,175,536,1,2,1,1,536,576,0,1112,0,0,1,1,3,1,2,4,1,0,5,1,1976,2,1,336,2,2,1,182,0,0,0,0,0,,,,0,4,2010,1,Normal,85000
345,346,50,2,65.0,6435,Pave,,1,1,AllPub,1,1,BrkSide,RRAn,Norm,1,4,6,5,1939,1950,1,1,2,2,1,0,2,2,3,2,2,1,3,0,3,0,972,972,1,1,1,1,972,605,0,1577,0,0,1,0,3,1,4,6,1,1,1,2,1939,2,1,312,2,2,1,0,0,0,0,0,0,,,,0,10,2006,1,Normal,140200
346,347,20,2,,12772,Pave,,2,1,AllPub,4,1,NAmes,Norm,Norm,1,1,6,8,1960,1998,2,1,2,2,1,0,2,1,2,2,2,3,7,498,3,0,460,958,1,2,1,1,958,0,0,958,0,0,1,0,2,1,2,5,1,0,5,1,1960,1,1,301,2,2,1,0,0,0,0,0,0,,,Gar2,15500,4,2007,1,Normal,151500
347,348,20,2,,17600,Pave,,2,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,5,1960,1960,1,1,3,3,2,30,2,2,2,2,2,1,7,1270,3,0,208,1478,1,3,1,3,1478,0,0,1478,1,0,2,0,3,1,2,6,1,2,1,1,1960,2,2,498,2,2,1,0,40,0,0,0,0,,,,0,12,2009,1,Normal,157500
348,349,160,2,36.0,2448,Pave,,1,1,AllPub,1,1,NridgHt,Norm,Norm,5,2,7,5,2003,2004,1,1,1,5,3,106,1,2,1,1,2,1,1,573,3,0,191,764,1,3,1,1,764,862,0,1626,1,0,2,1,2,1,1,6,1,0,5,3,2003,1,2,474,2,2,1,0,27,0,0,0,0,,,,0,10,2008,1,Normal,154000
349,350,60,2,56.0,20431,Pave,,3,1,AllPub,1,1,NridgHt,Norm,Norm,1,2,9,5,2005,2006,2,1,6,6,2,870,3,2,1,3,2,1,1,1410,3,0,438,1848,1,3,1,1,1848,880,0,2728,1,0,2,1,4,1,3,10,1,2,3,1,2006,3,3,706,2,2,1,0,0,0,0,0,0,,,,0,4,2006,2,Partial,437154
350,351,120,2,68.0,7820,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,4,1,9,5,2007,2007,2,1,2,2,2,362,3,2,1,3,2,1,3,0,3,0,1869,1869,1,3,1,1,1869,0,0,1869,0,0,2,0,2,1,3,6,1,1,1,1,2007,1,2,617,2,2,1,210,54,0,0,0,0,,,,0,12,2007,2,Partial,318061
351,352,120,2,,5271,Pave,,2,3,AllPub,1,2,ClearCr,Norm,Norm,1,1,7,5,1986,1986,1,1,3,3,1,0,2,2,1,1,2,2,1,1082,3,0,371,1453,1,1,1,1,1453,0,0,1453,1,0,1,1,2,1,1,6,1,1,2,1,1986,1,2,445,2,2,1,0,80,0,0,184,0,,,,0,12,2006,1,Abnorml,190000
352,353,50,2,60.0,9084,Pave,,1,1,AllPub,1,1,Edwards,Artery,Norm,1,4,5,6,1941,1950,1,1,1,1,1,0,2,2,2,2,4,3,6,236,4,380,0,616,1,2,2,1,616,495,0,1111,0,1,1,0,3,1,2,5,1,0,5,2,1941,2,1,200,2,4,1,48,0,0,0,0,0,,,,0,3,2008,6,Normal,95000
353,354,30,1,60.0,8520,Pave,,1,1,AllPub,1,1,OldTown,Norm,Norm,1,1,6,8,1928,2003,1,1,1,1,1,0,2,1,3,2,2,1,3,0,3,0,624,624,1,1,1,1,720,0,0,720,0,0,1,0,2,1,2,5,1,0,5,2,2005,2,2,484,2,2,1,106,0,0,0,0,0,,,,0,5,2010,1,Normal,105900
354,355,50,2,60.0,8400,Pave,,1,2,AllPub,1,1,SWISU,Norm,Norm,1,4,6,5,1940,2000,1,1,3,2,1,0,2,2,2,2,2,1,6,388,3,0,552,940,1,3,1,1,1192,403,0,1595,0,0,1,0,2,1,2,6,1,2,1,1,1940,2,1,240,2,2,1,0,0,108,0,0,0,,,,0,6,2006,1,Normal,140000
